ID,ADDRESS,MATCH_IND,MATCH_TYPE,MATCH_ADDRESS,GEOCODE,COL7,COL8
907,"5782 Day Hunt Trl, Las Vegas, NV, 89113",Match,Exact,"5782 DAY HUNT TRL, LAS VEGAS, NV, 89113","-115.24886,36.08351",201931735,L
908,"5107 Caprock Canyon Ave, Las Vegas, NV, 89139",Match,Exact,"5107 CAPROCK CANYON AVE, LAS VEGAS, NV, 89139","-115.211,36.02843",612988458,L
909,"The Nathaniel, Las Vegas, NV, 89139",No_Match,,,,,
910,"2732 Kildrummie St, Henderson, NV, 89044",Match,Exact,"2732 KILDRUMMIE ST, HENDERSON, NV, 89044","-115.10529,35.9277",638570902,R
911,"10280 W La Mancha Ave, Las Vegas, NV, 89149",Match,Exact,"10280 W LA MANCHA AVE, LAS VEGAS, NV, 89149","-115.321396,36.26442",643196434,R
912,"1408 Iron Hills Ln, Las Vegas, NV, 89134",Match,Exact,"1408 IRON HILLS LN, LAS VEGAS, NV, 89134","-115.29168,36.18661",201923970,L
913,"4951 Black Bear Rd Unit 102, Las Vegas, NV, 89149",Match,Exact,"4951 BLACK BEAR RD, LAS VEGAS, NV, 89149","-115.25059,36.250683",201906877,L
914,"11502 Bollinger Ln, Las Vegas, NV, 89141",Match,Non_Exact,"11502 S BOLLINGER LN, LAS VEGAS, NV, 89141","-115.1839,35.980537",625091432,R
915,"7808 Osage Canyon St, Las Vegas, NV, 89113",Match,Exact,"7808 OSAGE CANYON ST, LAS VEGAS, NV, 89113","-115.25197,36.04652",202003960,L
916,"8850 Kulka Rd, Las Vegas, NV, 89161",Match,Exact,"8850 KULKA RD, LAS VEGAS, NV, 89161","-115.33355,36.027435",201941191,L
917,"6057 Honeysuckle Ridge St, Las Vegas, NV, 89148",Match,Exact,"6057 HONEYSUCKLE RIDGE ST, LAS VEGAS, NV, 89148","-115.31494,36.078476",641511725,R
918,"1008 Seabury Hill Ct, Las Vegas, NV, 89128",Match,Exact,"1008 SEABURY HILL, LAS VEGAS, NV, 89128","-115.27427,36.18215",201903868,R
919,"1621 Palmae Way, Las Vegas, NV, 89128",Match,Exact,"1621 PALMAE WAY, LAS VEGAS, NV, 89128","-115.25427,36.189095",201905058,L
920,"7004 Old Village Ave, Las Vegas, NV, 89129",Match,Exact,"7004 OLD VILLAGE AVE, LAS VEGAS, NV, 89129","-115.24784,36.246456",201906995,R
921,"745 N Royal Crest Cir Unit 111, Las Vegas, NV, 89169",Match,Non_Exact,"745 ROYAL CREST CIR, LAS VEGAS, NV, 89109","-115.14685,36.124058",201870802,R
922,"4855 S Torrey Pines Dr Unit 203, Las Vegas, NV, 89103",Match,Non_Exact,"4855 S TORREY PINES DR, LAS VEGAS, NV, 89103","-115.234024,36.101112",201862696,R
923,"7486 Glimmering Sun Ave, Las Vegas, NV, 89178",Match,Non_Exact,"7486 W GLIMMERING SUN AVE, LAS VEGAS, NV, 89178","-115.25537,36.003124",627345692,R
924,"3145 E Flamingo Rd Unit: 2092, Las Vegas, NV, 89121",Match,Non_Exact,"3145 E FLAMINGO RD, LAS VEGAS, NV, 89121","-115.10688,36.115143",613461983,R
925,"9729 Darlington Ct, Las Vegas, NV, 89149",Match,Exact,"9729 DARLINGTON CT, LAS VEGAS, NV, 89149","-115.308426,36.304012",612985246,L
926,"7445 Gomer Rd, Las Vegas, NV, 89178",Match,Non_Exact,"7445 W GOMER RD, LAS VEGAS, NV, 89178","-115.25448,36.0127",201900621,L
927,", Las Vegas, NV, 89139",No_Match,,,,,
928,"8744 Castle View Ave, Las Vegas, NV, 89129",Match,Exact,"8744 CASTLE VIEW AVE, LAS VEGAS, NV, 89129","-115.285675,36.230923",201934559,R
929,"2541 Bechamel Pl, Henderson, NV, 89044",Match,Exact,"2541 BECHAMEL PL, HENDERSON, NV, 89044","-115.086586,35.93525",641076417,L
930,"6312 Molino St, Las Vegas, NV, 89108",Match,Exact,"6312 MOLINO ST, LAS VEGAS, NV, 89108","-115.23143,36.206875",201858963,R
931,"9325 W Desert Inn Rd Apt 153, Las Vegas, NV, 89117",No_Match,,,,,
932,"805 Windhook St, Las Vegas, NV, 89144",Match,Exact,"805 WINDHOOK ST, LAS VEGAS, NV, 89144","-115.32689,36.181694",201924563,L
933,"10150 Cedar Key Ave Unit 204, Las Vegas, NV, 89129",Match,Exact,"10150 CEDAR KEY AVE, LAS VEGAS, NV, 89129","-115.316345,36.230785",202003259,R
934,"9124 Diamond Lake Ave, Las Vegas, NV, 89129",Match,Exact,"9124 DIAMOND LAKE AVE, LAS VEGAS, NV, 89129","-115.29587,36.230343",201934855,R
935,"6904 Camp Fire Rd, Las Vegas, NV, 89145",Match,Exact,"6904 CAMP FIRE RD, LAS VEGAS, NV, 89145","-115.24725,36.163677",201860044,R
936,", Las Vegas, NV, 89109",No_Match,,,,,
937,"10281 Hammerschmidt Ct, Las Vegas, NV, 89135",Match,Exact,"10281 HAMMERSCHMIDT CT, LAS VEGAS, NV, 89135","-115.31835,36.135994",201957036,L
938,"135 E Harmon Av Unit: 1221, Las Vegas, NV, 89109",Match,Non_Exact,"135 E HARMON AVE, LAS VEGAS, NV, 89109","-115.16687,36.108017",642014365,R
939,"5179 Caliente St Unit 112, Las Vegas, NV, 89119",Match,Exact,"5179 CALIENTE ST, LAS VEGAS, NV, 89119","-115.130135,36.095734",201973312,R
940,"3151 Soaring Gulls Dr Unit 1174, Las Vegas, NV, 89128",Match,Exact,"3151 SOARING GULLS DR, LAS VEGAS, NV, 89128","-115.27422,36.217472",201904848,L
941,"Zephyr, Las Vegas, NV, 89179",No_Match,,,,,
942,"135 E Harmon Ave Unit 3014, Las Vegas, NV, 89109",Match,Non_Exact,"135 E HARMON AVE, LAS VEGAS, NV, 89109","-115.16687,36.108017",642014365,R
943,"10115 Clark Wooldridge Ct, Las Vegas, NV, 89129",Match,Exact,"10115 CLARK WOOLDRIDGE CT, LAS VEGAS, NV, 89129","-115.316246,36.226913",202001667,R
944,"2013 Embrey Ave, Las Vegas, NV, 89106",Match,Exact,"2013 EMBREY AVE, LAS VEGAS, NV, 89106","-115.16841,36.171543",201865464,L
945,"1960 Remsen Ct, Las Vegas, NV, 89117",Match,Exact,"1960 REMSEN CT, LAS VEGAS, NV, 89117","-115.251724,36.150276",201902184,L
946,"8508 Desert Night St, Las Vegas, NV, 89143",Match,Exact,"8508 DESERT NIGHT ST, LAS VEGAS, NV, 89143","-115.27941,36.314438",201978157,R
947,"3531 Stampede Ct, North Las Vegas, NV, 89032",Match,Exact,"3531 STAMPEDE CT, NORTH LAS VEGAS, NV, 89032","-115.20437,36.223835",201908053,L
948,"3589 Brittlewood Ave, Las Vegas, NV, 89120",Match,Non_Exact,"3589 E BRITTLEWOOD AVE, LAS VEGAS, NV, 89120","-115.09669,36.09123",201878992,R
949,"5127 Sparkling Vine Ave, Las Vegas, NV, 89131",Match,Exact,"5127 SPARKLING VINE AVE, LAS VEGAS, NV, 89131","-115.21215,36.316235",626862406,R
950,", Las Vegas, NV, 89135",No_Match,,,,,
951,", Las Vegas, NV, 89149",No_Match,,,,,
952,"7189 S Durango Dr Unit 312, Las Vegas, NV, 89113",No_Match,,,,,
953,"5140 Evaline St, Las Vegas, NV, 89120",Match,Exact,"5140 EVALINE ST, LAS VEGAS, NV, 89120","-115.11772,36.096",201949690,L
954,"6249 Whispering Creek St, Las Vegas, NV, 89148",Match,Exact,"6249 WHISPERING CREEK ST, LAS VEGAS, NV, 89148","-115.30529,36.074894",201993041,L
955,"2568 Aviv Ct, Las Vegas, NV, 89121",Match,Exact,"2568 AVIV CT, LAS VEGAS, NV, 89121","-115.11469,36.12554",201918155,L
956,"3224 Villa Pisani Ct, Las Vegas, NV, 89031",No_Match,,,,,
957,"5535 Baccarat Ave Unit 102, Las Vegas, NV, 89122",Match,Exact,"5535 BACCARAT AVE, LAS VEGAS, NV, 89122","-115.05054,36.101627",624600311,L
958,"2941 Sean Darin Cir, Las Vegas, NV, 89146",Match,Exact,"2941 SEAN DARIN CIR, LAS VEGAS, NV, 89146","-115.21721,36.136395",201902090,R
959,"7251 Spring Flower Ave, Las Vegas, NV, 89117",No_Match,,,,,
960,"7812 Clarkdale Dr Unit 101, Las Vegas, NV, 89128",Match,Exact,"7812 CLARKDALE DR, LAS VEGAS, NV, 89128","-115.26379,36.186478",201916587,R
961,"83 Princeville Ln, Las Vegas, NV, 89113",Match,Exact,"83 PRINCEVILLE LN, LAS VEGAS, NV, 89113","-115.24612,36.092953",201863470,L
962,"9965 Mission Creek Inn St, Las Vegas, NV, 89178",Match,Non_Exact,"9965 S MISSION CREEK INN ST, LAS VEGAS, NV, 89178","-115.29762,36.00734",625227859,R
963,"3205 Sisley Garden Ave, Henderson, NV, 89044",Match,Exact,"3205 SISLEY GARDEN AVE, HENDERSON, NV, 89044","-115.12845,35.950737",624596148,R
964,"2199 Clearwater Lake Dr, Henderson, NV, 89044",Match,Exact,"2199 CLEARWATER LAKE DR, HENDERSON, NV, 89044","-115.095375,35.94677",612991783,R
965,"6035 W Brooks Ave, Las Vegas, NV, 89108",Match,Exact,"6035 W BROOKS AVE, LAS VEGAS, NV, 89108","-115.22602,36.21346",629118764,L
966,"1702 Eddingham Ct, Las Vegas, NV, 89156",Match,Exact,"1702 EDDINGHAM CT, LAS VEGAS, NV, 89156","-115.03788,36.190487",201876589,R
967,"8011 Dorinda Ave, Las Vegas, NV, 89147",Match,Exact,"8011 DORINDA AVE, LAS VEGAS, NV, 89147","-115.26591,36.111362",201900522,L
968,"8636 Stone Harbor Ave, Las Vegas, NV, 89145",Match,Exact,"8636 STONE HARBOR AVE, LAS VEGAS, NV, 89145","-115.28335,36.166725",201933762,R
969,"513 Bachelor Button St, Las Vegas, NV, 89138",Match,Exact,"513 BACHELOR BUTTON ST, LAS VEGAS, NV, 89138","-115.356865,36.170147",635796687,R
970,", Las Vegas, NV, 89178",No_Match,,,,,
971,"1930 Terra Vista Way, Las Vegas, NV, 89117",Match,Exact,"1930 TERRA VISTA WAY, LAS VEGAS, NV, 89117","-115.25425,36.15051",201858419,L
972,"200 W Sahara Av Unit: 604, Las Vegas, NV, 89102",Match,Non_Exact,"200 W SAHARA AVE, LAS VEGAS, NV, 89102","-115.15968,36.14379",201869751,R
973,"4120 Fairport Dr, North Las Vegas, NV, 89032",Match,Non_Exact,"4120 FAIRPORT, NORTH LAS VEGAS, NV, 89032","-115.186325,36.23441",201908922,R
974,"1867 Tremolite Ave, Las Vegas, NV, 89123",Match,Exact,"1867 TREMOLITE AVE, LAS VEGAS, NV, 89123","-115.126236,36.027264",201948522,R
975,"8716 Butterchurn Ave, Las Vegas, NV, 89143",Match,Exact,"8716 BUTTERCHURN AVE, LAS VEGAS, NV, 89143","-115.28552,36.31324",201955143,L
976,", Las Vegas, NV, 89135",No_Match,,,,,
977,"9457 Las Vegas Blvd S Unit 263, Las Vegas, NV, 89123",No_Match,,,,,
978,"4859 Mountain Valley Rd, Las Vegas, NV, 89121",Match,Exact,"4859 MOUNTAIN VALLEY RD, LAS VEGAS, NV, 89121","-115.10766,36.100773",201897535,R
979,"7572 Brisk Ocean Ave, Las Vegas, NV, 89178",Match,Exact,"7572 BRISK OCEAN AVE, LAS VEGAS, NV, 89178","-115.25734,36.002266",627348226,L
980,"3062 Nordoff Cir, Las Vegas, NV, 89121",Match,Exact,"3062 NORDOFF CIR, LAS VEGAS, NV, 89121","-115.108955,36.120895",201933462,L
981,"2288 Merrimack Valley Ave, Henderson, NV, 89044",Match,Exact,"2288 MERRIMACK VALLEY AVE, HENDERSON, NV, 89044","-115.08883,35.943394",638915818,L
982,"9758 Sandybuck Ct, Las Vegas, NV, 89149",Match,Exact,"9758 SANDYBUCK CT, LAS VEGAS, NV, 89149","-115.309074,36.304024",612985266,R
983,", Las Vegas, NV, 89139",No_Match,,,,,
984,"4066 Village Sq, Las Vegas, NV, 89121",Match,Exact,"4066 VILLAGE SQ, LAS VEGAS, NV, 89121","-115.08025,36.115566",201992185,L
985,"4327 Spooner Lake Cir, Las Vegas, NV, 89147",Match,Exact,"4327 SPOONER LAKE CIR, LAS VEGAS, NV, 89147","-115.28747,36.11035",201990071,L
986,"8092 Black Orchid Ave, Las Vegas, NV, 89131",Match,Exact,"8092 BLACK ORCHID AVE, LAS VEGAS, NV, 89131","-115.27229,36.30109",201999266,L
987,", Las Vegas, NV, 89148",No_Match,,,,,
988,"4361 Sanderling Cir Unit 38, Las Vegas, NV, 89103",Match,Exact,"4361 SANDERLING CIR, LAS VEGAS, NV, 89103","-115.198235,36.12466",201869365,L
989,"10882 Avenzano St, Las Vegas, NV, 89141",Match,Exact,"10882 AVENZANO ST, LAS VEGAS, NV, 89141","-115.18829,35.991993",201998065,L
990,"5813 Post Mountain St, Las Vegas, NV, 89031",Match,Non_Exact,"5813 N POST MOUNTAIN ST, NORTH LAS VEGAS, NV, 89031","-115.1419,36.265892",624312498,L
991,"778 Oakmont Ave Unit 303, Las Vegas, NV, 89109",Match,Exact,"778 OAKMONT AVE, LAS VEGAS, NV, 89109","-115.146164,36.13918",201870749,L
992,"2777 Paradise Rd Unit 3602, Las Vegas, NV, 89109",Match,Exact,"2777 PARADISE RD, LAS VEGAS, NV, 89109","-115.1548,36.138577",201869829,R
993,"7905 Lago Vista Ln Unit 103, Las Vegas, NV, 89145",Match,Exact,"7905 LAGO VISTA LN, LAS VEGAS, NV, 89145","-115.26671,36.16291",201918999,R
994,"6363 Bushkill Creek Ct, Las Vegas, NV, 89142",Match,Exact,"6363 BUSHKILL CREEK CT, LAS VEGAS, NV, 89142","-115.03451,36.14265",201947862,R
995,"3615 Laguna Verde Way, Las Vegas, NV, 89121",Match,Exact,"3615 LAGUNA VERDE WAY, LAS VEGAS, NV, 89121","-115.11131,36.12385",201887993,L
996,"8793 Headwater Ave, Las Vegas, NV, 89178",Match,Non_Exact,"8793 W HEADWATER AVE, LAS VEGAS, NV, 89178","-115.28459,36.000317",625227851,L
997,"7067 Westbrook Ave, Las Vegas, NV, 89147",Match,Exact,"7067 WESTBROOK AVE, LAS VEGAS, NV, 89147","-115.245995,36.11113",201862288,L
998,"2179 Silvered Bark Dr, Las Vegas, NV, 89135",Match,Exact,"2179 SILVERED BARK DR, LAS VEGAS, NV, 89135","-115.32504,36.147896",201997516,L
999,"Zephyr, Las Vegas, NV, 89113",No_Match,,,,,
1000,"4575 Dean Martin Dr Unit 2006, Las Vegas, NV, 89103",No_Match,,,,,
1001,"9852 Sunflower Hill St, Las Vegas, NV, 89178",Match,Exact,"9852 SUNFLOWER HILL ST, LAS VEGAS, NV, 89178","-115.26894,36.009613",627699660,R
1002,", Las Vegas, NV, 89110",No_Match,,,,,
1003,"9037 San Marin St, Las Vegas, NV, 89123",Match,Exact,"9037 SAN MARIN ST, LAS VEGAS, NV, 89123","-115.15868,36.025993",201925776,R
1004,"9050 W Warm Springs Rd Unit 2003, Las Vegas, NV, 89148",Match,Non_Exact,"9050 W WARM SPRINGS RD, LAS VEGAS, NV, 89148","-115.28876,36.05547",635106708,R
1005,"5201 Mountain View Dr, Las Vegas, NV, 89146",Match,Exact,"5201 MOUNTAIN VIEW DR, LAS VEGAS, NV, 89146","-115.2106,36.15485",201861372,L
1006,"Raven, Las Vegas, NV, 89166",No_Match,,,,,
1007,"7553 Splashing Rock Dr, Las Vegas, NV, 89131",Match,Exact,"7553 SPLASHING ROCK DR, LAS VEGAS, NV, 89131","-115.21177,36.29629",201970076,L
1008,"2750 S Durango Dr Apt 1050, Las Vegas, NV, 89117",Match,Non_Exact,"2750 S DURANGO DR, LAS VEGAS, NV, 89117","-115.27896,36.139977",636005626,L
1009,"9405 Highview Rock Ct, Las Vegas, NV, 89149",Match,Non_Exact,"9405 W HIGHVIEW ROCK CT, LAS VEGAS, NV, 89149","-115.301895,36.285965",626989433,R
1010,"6539 Rose Hill River Dr, Las Vegas, NV, 89122",Match,Exact,"6539 ROSE HILL RIVER DR, LAS VEGAS, NV, 89122","-115.030556,36.12459",613019182,R
1011,"11567 Stivali Ave, Las Vegas, NV, 89183",Match,Non_Exact,"11567 STIVALI ST, LAS VEGAS, NV, 89183","-115.16676,35.97926",612691497,R
1012,"8923 Tom Noon Ave, Las Vegas, NV, 89178",Match,Non_Exact,"8923 W TOM NOON AVE, LAS VEGAS, NV, 89178","-115.28707,36.016975",612679974,L
1013,"1408 Greenbare Dr, Las Vegas, NV, 89110",Match,Exact,"1408 GREENBARE DR, LAS VEGAS, NV, 89110","-115.09285,36.185513",201874419,R
1014,"2075 Via Firenze, Henderson, NV, 89044",Match,Exact,"2075 VIA FIRENZE, HENDERSON, NV, 89044","-115.12499,35.9524",624596277,R
1015,"833 Sparkle Ray Ave, Las Vegas, NV, 89123",Match,Exact,"833 SPARKLE RAY AVE, LAS VEGAS, NV, 89123","-115.14444,36.016506",201926173,R
1016,"1876 Arbol Verde Way, Las Vegas, NV, 89119",Match,Exact,"1876 ARBOL VERDE WAY, LAS VEGAS, NV, 89119","-115.126434,36.108803",201871322,L
1017,"9650 Old Storm Ct, Las Vegas, NV, 89178",Match,Non_Exact,"9650 S OLD STORM CT, LAS VEGAS, NV, 89178","-115.2918,36.013073",627346198,L
1018,"5907 Laredo St, Las Vegas, NV, 89146",Match,Exact,"5907 LAREDO ST, LAS VEGAS, NV, 89146","-115.22237,36.142403",201902095,L
1019,"8264 Wuthering Heights Ave, Las Vegas, NV, 89113",Match,Exact,"8264 WUTHERING HEIGHTS AVE, LAS VEGAS, NV, 89113","-115.27118,36.022453",641542242,R
1020,"9659 Toy Soldier St, Las Vegas, NV, 89178",Match,Non_Exact,"9659 TOY SOLDIERS ST, LAS VEGAS, NV, 89178","-115.29098,36.01315",632842741,L
1021,"7965 Rim Rock Wy Unit: 202, Las Vegas, NV, 89128",No_Match,,,,,
1022,"5089 Mascaro Dr, Las Vegas, NV, 89122",Match,Exact,"5089 MASCARO DR, LAS VEGAS, NV, 89122","-115.025276,36.096943",201961585,L
1023,"8250 N Grand Canyon Dr Unit 1118, Las Vegas, NV, 89166",Match,Exact,"8250 GRAND CANYON DR, LAS VEGAS, NV, 89166","-115.30855,36.306408",641542327,L
1024,"8428 Durango Ranch Ct, Las Vegas, NV, 89113",Match,Exact,"8428 DURANGO RANCH CT, LAS VEGAS, NV, 89113","-115.27486,36.025677",641501640,R
1025,"3609 Gulf Shores Dr, Las Vegas, NV, 89122",Match,Exact,"3609 GULF SHORES DR, LAS VEGAS, NV, 89122","-115.0603,36.123867",201878600,R
1026,"4866 Mar Vista Way, Las Vegas, NV, 89121",Match,Exact,"4866 MAR VISTA WAY, LAS VEGAS, NV, 89121","-115.06814,36.125404",201878395,L
1027,"4766 Fiesta Way, Las Vegas, NV, 89121",Match,Exact,"4766 FIESTA WAY, LAS VEGAS, NV, 89121","-115.07141,36.127617",201878377,L
1028,"2972 Imperial Purple Ct, Las Vegas, NV, 89117",Match,Exact,"2972 IMPERIAL PURPLE CT, LAS VEGAS, NV, 89117","-115.26274,36.13547",201949235,R
1029,"5504 Eagle Cove Ave, Las Vegas, NV, 89130",Match,Exact,"5504 EAGLE COVE AVE, LAS VEGAS, NV, 89130","-115.21734,36.270477",201950629,L
1030,"3339 Steppe St, Las Vegas, NV, 89032",Match,Non_Exact,"3339 STEPPE ST, NORTH LAS VEGAS, NV, 89032","-115.16908,36.220634",201930407,L
1031,"2474 Evening Twilight Ave, Henderson, NV, 89044",Match,Exact,"2474 EVENING TWILIGHT AVE, HENDERSON, NV, 89044","-115.09872,35.944805",612991646,R
1032,"9601 Blowing Sand Cir, Las Vegas, NV, 89117",Match,Exact,"9601 BLOWING SAND CIR, LAS VEGAS, NV, 89117","-115.304665,36.135456",201918598,L
1033,"2367 Mohigan Way, Las Vegas, NV, 89169",Match,Exact,"2367 MOHIGAN WAY, LAS VEGAS, NV, 89169","-115.12039,36.11999",201871951,R
1034,"11717 Villa Malaparte Ave, Las Vegas, NV, 89138",Match,Exact,"11717 VILLA MALAPARTE AVE, LAS VEGAS, NV, 89138","-115.352264,36.16706",612686968,L
1035,"125 E Harmon Ave # 703, Las Vegas, NV, 89109",Match,Non_Exact,"125 E HARMON AVE, LAS VEGAS, NV, 89109","-115.167145,36.108017",642014365,R
1036,"2304 Willoughby Ave, Las Vegas, NV, 89101",Match,Non_Exact,"2304 E WILLOUGHBY AVE, LAS VEGAS, NV, 89101","-115.11775,36.18002",201868329,R
1037,"5809 Smoke Ranch Rd Unit C, Las Vegas, NV, 89108",Match,Exact,"5809 SMOKE RANCH RD, LAS VEGAS, NV, 89108","-115.22099,36.20301",201859381,L
1038,", Las Vegas, NV, 89148",No_Match,,,,,
1039,"2621 Cactus Hill Dr, Las Vegas, NV, 89156",Match,Exact,"2621 CACTUS HILL DR, LAS VEGAS, NV, 89156","-115.033295,36.206867",201915176,R
1040,"10205 Middle Ridge Dr, Las Vegas, NV, 89134",Match,Exact,"10205 MIDDLE RIDGE DR, LAS VEGAS, NV, 89134","-115.31764,36.206112",201923869,L
1041,"5969 Natures Dr, Las Vegas, NV, 89122",Match,Exact,"5969 NATURES DR, LAS VEGAS, NV, 89122","-115.042175,36.10425",201880051,R
1042,"Pinnacle, Las Vegas, NV, 89179",No_Match,,,,,
1043,"Plan Three, Las Vegas, NV, 89149",No_Match,,,,,
1044,"1811 Skywood Way, Las Vegas, NV, 89142",Match,Exact,"1811 SKYWOOD WAY, LAS VEGAS, NV, 89142","-115.05134,36.15144",201919115,R
1045,"141 Augusta Course Ave, Las Vegas, NV, 89148",No_Match,,,,,
1046,"5794 Old Colony Dr, Las Vegas, NV, 89139",Match,Exact,"5794 OLD COLONY DR, LAS VEGAS, NV, 89139","-115.22081,36.041748",612677997,R
1047,"7893 Firefalls Dr, Las Vegas, NV, 89147",No_Match,,,,,
1048,"3402 Katmai Dr, Las Vegas, NV, 89122",Match,Exact,"3402 KATMAI DR, LAS VEGAS, NV, 89122","-115.057556,36.127274",201878599,L
1049,"4385 Vegas Valley Dr, Las Vegas, NV, 89121",Match,Exact,"4385 VEGAS VALLEY DR, LAS VEGAS, NV, 89121","-115.078865,36.136967",201877476,R
1050,"9067 Indian Valley Dr, Las Vegas, NV, 89129",Match,Exact,"9067 INDIAN VALLEY, LAS VEGAS, NV, 89129","-115.29427,36.224533",201905794,L
1051,"2615 W Gary Ave Unit 2037, Las Vegas, NV, 89123",Match,Non_Exact,"2615 W GARY AVE, LAS VEGAS, NV, 89123","-115.17644,36.015453",201925865,L
1052,"7685 Hampton Willows Ln, Las Vegas, NV, 89113",Match,Exact,"7685 HAMPTON WILLOWS LN, LAS VEGAS, NV, 89113","-115.25914,36.051224",612688786,L
1053,"4779 Laurel Canyon St, Las Vegas, NV, 89129",Match,Exact,"4779 LAUREL CANYON ST, LAS VEGAS, NV, 89129","-115.268,36.247147",201969130,L
1054,"6320 Tuckaway Cove Ave, Las Vegas, NV, 89139",Match,Exact,"6320 TUCKAWAY COVE AVE, LAS VEGAS, NV, 89139","-115.23026,36.045246",612682536,R
1055,"501 S Mallard St, Las Vegas, NV, 89107",Match,Exact,"501 S MALLARD ST, LAS VEGAS, NV, 89107","-115.22278,36.16631",201861050,R
1056,"228 Lightning Ln, Las Vegas, NV, 89145",Match,Exact,"228 LIGHTNING LN, LAS VEGAS, NV, 89145","-115.25401,36.171047",201858291,R
1057,"5901 W Gowan Rd, Las Vegas, NV, 89108",Match,Exact,"5901 W GOWAN RD, LAS VEGAS, NV, 89108","-115.22365,36.2243",201859100,L
1058,"4482 Wisconsin Ave, Las Vegas, NV, 89104",Match,Non_Exact,"4482 E WISCONSIN AVE, LAS VEGAS, NV, 89104","-115.07704,36.15707",201875158,L
1059,"3609 Apache Ln, Las Vegas, NV, 89107",Match,Exact,"3609 APACHE LN, LAS VEGAS, NV, 89107","-115.19048,36.18015",201864243,L
1060,"2851 S Valley View Blvd Unit 1098, Las Vegas, NV, 89102",Match,Non_Exact,"2851 S VALLEY VIEW BLVD, LAS VEGAS, NV, 89102","-115.190605,36.139347",624523901,R
1061,"8370 Rygate Ave, Las Vegas, NV, 89178",Match,Non_Exact,"8370 W RYGATE AVE, LAS VEGAS, NV, 89178","-115.274506,36.0099",644836210,L
1062,"5645 African Lilly Ct, Las Vegas, NV, 89130",Match,Exact,"5645 AFRICAN LILLY CT, LAS VEGAS, NV, 89130","-115.24404,36.26411",636277509,R
1063,", Las Vegas, NV, 89130",No_Match,,,,,
1064,"5250 S Rainbow Blvd Unit 1140, Las Vegas, NV, 89118",Match,Non_Exact,"5250 S RAINBOW BLVD, LAS VEGAS, NV, 89118","-115.242935,36.093285",624610180,L
1065,"200 W Sahara Ave Unit 309, Las Vegas, NV, 89102",Match,Non_Exact,"200 W SAHARA AVE, LAS VEGAS, NV, 89102","-115.15968,36.14379",201869751,R
1066,"8705 Monarchy Ct, Las Vegas, NV, 89129",Match,Exact,"8705 MONARCHY CT, LAS VEGAS, NV, 89129","-115.28628,36.235985",201969124,L
1067,"9142 Bucksprings Dr, Las Vegas, NV, 89129",Match,Exact,"9142 BUCKSPRINGS DR, LAS VEGAS, NV, 89129","-115.29605,36.225647",201905790,R
1068,"6060 Yellowstone Ave, Las Vegas, NV, 89156",Match,Exact,"6060 YELLOWSTONE AVE, LAS VEGAS, NV, 89156","-115.03996,36.19786",201897595,L
1069,"1500 S Maryland Pw, Las Vegas, NV, 89104",No_Match,,,,,
1070,"3750 Las Vegas Blvd S Unit 2705, Las Vegas, NV, 89158",No_Match,,,,,
1071,"3312 Coral Harbor Dr, Las Vegas, NV, 89117",Match,Exact,"3312 CORAL HARBOR DR, LAS VEGAS, NV, 89117","-115.28493,36.131237",201933186,R
1072,"6364 Italia Ave, Las Vegas, NV, 89130",Match,Exact,"6364 ITALIA AVE, LAS VEGAS, NV, 89130","-115.23288,36.250343",202004393,L
1073,"5332 Desert Blossom Rd, Las Vegas, NV, 89107",Match,Exact,"5332 DESERT BLOSSOM RD, LAS VEGAS, NV, 89107","-115.21376,36.172493",201899524,R
1074,"7200 Pirates Cove Rd Unit 2106, Las Vegas, NV, 89145",Match,Exact,"7200 PIRATES COVE RD, LAS VEGAS, NV, 89145","-115.25364,36.1757",201951228,R
1075,"7831 Stable Run Ave, Las Vegas, NV, 89113",Match,Non_Exact,"7831 W STABLE RUN AVE, LAS VEGAS, NV, 89113","-115.26182,36.09083",202006579,L
1076,"9457 Las Vegas Blvd S Unit 87, Las Vegas, NV, 89123",No_Match,,,,,
1077,"1783 Graystone Canyon Ave, Las Vegas, NV, 89183",Match,Exact,"1783 GRAYSTONE CANYON AVE, LAS VEGAS, NV, 89183","-115.12814,36.01027",201940587,R
1078,"572 Greenbriar Townhouse Way, Las Vegas, NV, 89121",No_Match,,,,,
1079,"4361 De Silva Pl, Las Vegas, NV, 89121",Match,Exact,"4361 DE SILVA PL, LAS VEGAS, NV, 89121","-115.111015,36.109844",201872064,R
1080,"880 Crazyhorse Way, Las Vegas, NV, 89110",Match,Exact,"880 CRAZYHORSE WAY, LAS VEGAS, NV, 89110","-115.05146,36.175674",201875543,R
1081,"5072 Neon Ridge Ave, Las Vegas, NV, 89139",Match,Non_Exact,"5072 NEON RIDGE RD, LAS VEGAS, NV, 89139","-115.210365,36.050644",635330034,L
1082,"10895 Kyle Canyon Rd, Las Vegas, NV, 89166",Match,Exact,"10895 KYLE CANYON RD, LAS VEGAS, NV, 89166","-115.41667,36.298008",629606418,R
1083,"5521 Big Sky Ln, Las Vegas, NV, 89149",Match,Exact,"5521 BIG SKY LN, LAS VEGAS, NV, 89149","-115.26756,36.26178",201907073,L
1084,"81 Sacramento Dr, Las Vegas, NV, 89110",Match,Non_Exact,"81 N SACRAMENTO DR, LAS VEGAS, NV, 89110","-115.087395,36.1619",201874804,L
